               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 124,            0.016893,           0.0089861,           0.0086031,             0.96157,             0.98585,             0.99452,             0.80145,           0.0073687,           0.0022298,           0.0005821,           0.0051292,           0.0051292,           0.0051292
                 125,            0.018514,           0.0092129,            0.010079,             0.96435,             0.99663,               0.995,             0.84226,           0.0063567,           0.0020829,          0.00047059,           0.0050896,           0.0050896,           0.0050896
                 126,              0.0163,           0.0095613,           0.0093618,              0.9612,                   1,               0.995,             0.86241,           0.0067897,           0.0020192,          0.00046777,             0.00505,             0.00505,             0.00505
                 127,            0.018133,           0.0087372,           0.0095601,             0.95973,             0.99475,               0.995,             0.82262,           0.0067999,           0.0019639,          0.00046542,           0.0050104,           0.0050104,           0.0050104
                 128,             0.01641,           0.0091375,           0.0084601,             0.98332,                   1,               0.995,             0.83064,           0.0085034,           0.0020492,          0.00042267,           0.0049708,           0.0049708,           0.0049708
                 129,            0.020323,           0.0093268,            0.010661,             0.97179,             0.99292,               0.995,             0.85327,           0.0072845,           0.0019992,          0.00054569,           0.0049312,           0.0049312,           0.0049312
                 130,            0.018693,           0.0094696,            0.010404,             0.97139,                   1,               0.995,              0.8335,           0.0064597,           0.0020597,          0.00070863,           0.0048916,           0.0048916,           0.0048916
                 131,            0.015084,           0.0087457,             0.00815,             0.96707,             0.99645,               0.995,             0.81914,           0.0069928,           0.0020133,          0.00060805,            0.004852,            0.004852,            0.004852
                 132,            0.016735,           0.0089129,            0.009439,             0.98254,             0.98515,               0.995,             0.84603,           0.0063003,           0.0019439,          0.00042859,           0.0048124,           0.0048124,           0.0048124
                 133,            0.014116,           0.0087463,           0.0082414,             0.98442,             0.98448,               0.995,             0.83529,           0.0066699,           0.0020148,          0.00039603,           0.0047728,           0.0047728,           0.0047728
                 134,            0.016821,           0.0090421,           0.0087711,             0.96125,             0.99844,               0.992,             0.84598,           0.0063274,           0.0020223,          0.00066944,           0.0047332,           0.0047332,           0.0047332
                 135,             0.01547,           0.0086859,           0.0085592,              0.9872,             0.97372,               0.995,             0.81961,           0.0066602,           0.0021354,          0.00055686,           0.0046936,           0.0046936,           0.0046936
                 136,            0.016554,            0.009144,           0.0087476,             0.97372,                   1,               0.995,             0.84274,           0.0063397,           0.0020941,            0.000411,            0.004654,            0.004654,            0.004654
                 137,            0.018277,           0.0093005,           0.0089679,             0.96859,             0.99672,               0.995,             0.85353,            0.006771,           0.0019698,          0.00040616,           0.0046144,           0.0046144,           0.0046144
                 138,            0.016754,           0.0085453,            0.011186,             0.96859,                   1,               0.995,             0.83717,           0.0066938,           0.0019315,          0.00037868,           0.0045748,           0.0045748,           0.0045748
                 139,            0.018633,           0.0085375,             0.01075,              0.9847,             0.98518,               0.995,             0.84905,           0.0065083,           0.0018937,          0.00045823,           0.0045352,           0.0045352,           0.0045352
                 140,            0.016337,           0.0083997,           0.0092555,             0.96915,                   1,               0.995,             0.85675,           0.0063967,           0.0019321,          0.00047947,           0.0044956,           0.0044956,           0.0044956
                 141,            0.015685,            0.008767,           0.0095922,             0.97773,                   1,               0.995,             0.84768,           0.0064441,           0.0019746,          0.00044663,            0.004456,            0.004456,            0.004456
                 142,            0.015463,           0.0089596,           0.0078193,               0.974,              0.9852,               0.995,             0.83085,           0.0067072,            0.002165,          0.00047417,           0.0044164,           0.0044164,           0.0044164
                 143,            0.014166,           0.0084646,           0.0064882,             0.96307,             0.99209,               0.992,               0.834,           0.0067244,           0.0020768,          0.00087548,           0.0043768,           0.0043768,           0.0043768
                 144,            0.017012,           0.0094653,            0.011965,             0.93866,             0.98807,             0.99043,             0.83292,            0.009089,           0.0021553,          0.00078543,           0.0043372,           0.0043372,           0.0043372
                 145,            0.015936,           0.0093929,           0.0087494,             0.94461,             0.99111,               0.995,             0.83953,           0.0070162,           0.0020086,          0.00063426,           0.0042976,           0.0042976,           0.0042976
                 146,            0.014128,           0.0081012,           0.0053391,             0.98597,             0.96645,               0.995,             0.84027,           0.0064629,           0.0020481,          0.00043464,            0.004258,            0.004258,            0.004258
                 147,            0.018196,           0.0086226,            0.010632,             0.98069,             0.98599,               0.995,              0.8533,           0.0061157,           0.0020871,          0.00040319,           0.0042184,           0.0042184,           0.0042184
                 148,            0.014129,           0.0080576,            0.007378,             0.98655,                   1,               0.995,             0.84144,             0.00662,           0.0021968,          0.00040697,           0.0041788,           0.0041788,           0.0041788
                 149,            0.018065,           0.0091235,            0.010509,             0.98594,             0.99758,               0.995,             0.82338,           0.0069666,           0.0021584,          0.00041467,           0.0041392,           0.0041392,           0.0041392
                 150,            0.015982,           0.0082872,           0.0099181,             0.98723,                   1,               0.995,             0.86535,           0.0061562,           0.0018583,           0.0004401,           0.0040996,           0.0040996,           0.0040996
                 151,            0.017181,            0.008366,           0.0089277,             0.98125,                   1,               0.995,             0.87226,           0.0061677,           0.0018617,          0.00050244,             0.00406,             0.00406,             0.00406
                 152,            0.015492,           0.0082899,           0.0086536,              0.9819,             0.99053,               0.995,             0.86311,           0.0066432,           0.0019087,          0.00052305,           0.0040204,           0.0040204,           0.0040204
                 153,              0.0155,           0.0083805,           0.0068715,             0.97944,             0.99644,               0.995,             0.86416,           0.0060099,           0.0019622,          0.00055179,           0.0039808,           0.0039808,           0.0039808
                 154,            0.017632,           0.0088431,            0.010592,             0.97542,             0.98634,               0.995,             0.86462,           0.0063912,           0.0020375,          0.00067953,           0.0039412,           0.0039412,           0.0039412
                 155,            0.013902,           0.0087247,           0.0062207,             0.97278,             0.97558,               0.995,             0.87119,           0.0057529,           0.0020128,          0.00084236,           0.0039016,           0.0039016,           0.0039016
                 156,            0.015593,           0.0081096,           0.0070373,              0.9878,             0.97793,               0.995,             0.86746,           0.0063492,           0.0019914,          0.00071223,            0.003862,            0.003862,            0.003862
                 157,            0.015524,           0.0082611,           0.0078664,             0.97308,             0.98067,               0.995,             0.88076,           0.0057129,           0.0019412,          0.00088514,           0.0038224,           0.0038224,           0.0038224
                 158,            0.014826,           0.0089269,           0.0080111,             0.98261,             0.98216,               0.995,             0.87011,           0.0061021,           0.0019033,          0.00072077,           0.0037828,           0.0037828,           0.0037828
                 159,             0.01413,           0.0080877,           0.0092647,             0.96679,             0.97949,               0.995,             0.85682,           0.0053976,           0.0019301,          0.00094661,           0.0037432,           0.0037432,           0.0037432
                 160,            0.012758,           0.0080989,           0.0058697,             0.94666,             0.99015,               0.995,             0.85951,           0.0059444,           0.0019578,           0.0010388,           0.0037036,           0.0037036,           0.0037036
                 161,            0.013881,           0.0083357,           0.0079754,              0.9591,             0.97733,               0.995,             0.85827,           0.0061885,           0.0019929,          0.00089724,            0.003664,            0.003664,            0.003664
                 162,             0.01454,           0.0085497,           0.0087926,             0.99017,             0.99059,               0.995,             0.85724,           0.0062163,            0.002012,          0.00045585,           0.0036244,           0.0036244,           0.0036244
                 163,            0.014214,           0.0080544,           0.0074078,             0.98256,             0.99904,               0.995,             0.83923,           0.0070887,           0.0018389,          0.00042498,           0.0035848,           0.0035848,           0.0035848
                 164,            0.014533,           0.0082637,           0.0076069,             0.98609,                   1,               0.995,             0.84833,           0.0069525,           0.0018202,          0.00036389,           0.0035452,           0.0035452,           0.0035452
                 165,            0.013089,           0.0073947,           0.0051746,             0.97576,                   1,               0.995,              0.8403,           0.0068601,           0.0018709,          0.00035802,           0.0035056,           0.0035056,           0.0035056
                 166,            0.016553,            0.008158,           0.0086559,             0.98205,             0.99874,               0.995,              0.8434,           0.0063472,             0.00179,          0.00034003,            0.003466,            0.003466,            0.003466
                 167,            0.012875,           0.0085113,           0.0067539,             0.97893,                   1,               0.995,             0.85328,           0.0063821,           0.0018083,          0.00033056,           0.0034264,           0.0034264,           0.0034264
                 168,            0.014311,           0.0087108,            0.007401,             0.95817,                   1,               0.995,             0.84511,           0.0068483,           0.0018768,           0.0003521,           0.0033868,           0.0033868,           0.0033868
                 169,            0.014888,           0.0083654,           0.0062345,             0.96732,                   1,               0.995,             0.84185,           0.0066844,           0.0019606,          0.00040078,           0.0033472,           0.0033472,           0.0033472
                 170,            0.013894,           0.0082788,           0.0064412,             0.96151,             0.99754,              0.9935,             0.86208,            0.006119,           0.0019402,          0.00063321,           0.0033076,           0.0033076,           0.0033076
                 171,            0.014356,            0.008504,           0.0084501,             0.95542,                   1,              0.9935,              0.8627,           0.0056847,           0.0019021,           0.0006411,            0.003268,            0.003268,            0.003268
                 172,            0.017203,           0.0084315,            0.011008,             0.98267,             0.99723,               0.995,             0.86439,           0.0064549,            0.001916,          0.00043328,           0.0032284,           0.0032284,           0.0032284
                 173,            0.014404,           0.0081058,           0.0059383,             0.98058,                   1,               0.995,             0.87349,            0.005254,           0.0019029,          0.00034736,           0.0031888,           0.0031888,           0.0031888
                 174,            0.016445,           0.0082591,           0.0079438,             0.97624,                   1,               0.995,             0.87967,           0.0063058,           0.0017743,          0.00030833,           0.0031492,           0.0031492,           0.0031492
                 175,            0.012643,           0.0079208,           0.0051287,              0.9814,                   1,               0.995,             0.87142,           0.0052958,           0.0017521,          0.00028014,           0.0031096,           0.0031096,           0.0031096
                 176,            0.013255,           0.0081445,             0.00556,             0.98159,                   1,               0.995,             0.85737,           0.0061322,           0.0018116,          0.00027211,             0.00307,             0.00307,             0.00307
                 177,            0.012922,           0.0073922,            0.004399,             0.97212,                   1,               0.995,             0.86151,           0.0058656,           0.0017731,          0.00030088,           0.0030304,           0.0030304,           0.0030304
                 178,            0.015669,           0.0084391,           0.0075868,              0.9681,             0.99596,               0.995,             0.87577,           0.0064336,           0.0018994,          0.00034173,           0.0029908,           0.0029908,           0.0029908
                 179,            0.013098,           0.0080184,           0.0056641,             0.97793,             0.99674,               0.995,             0.86983,           0.0062183,           0.0018397,          0.00038563,           0.0029512,           0.0029512,           0.0029512
                 180,            0.011688,           0.0076792,           0.0042826,              0.9857,             0.99297,               0.995,             0.87715,           0.0056435,           0.0017736,          0.00039131,           0.0029116,           0.0029116,           0.0029116
                 181,            0.018028,           0.0081991,           0.0058569,             0.97698,             0.99977,               0.995,             0.86912,           0.0053573,           0.0017346,          0.00039069,            0.002872,            0.002872,            0.002872
                 182,            0.015143,           0.0080886,           0.0076712,             0.98407,              0.9837,               0.995,             0.85502,           0.0062533,            0.001722,          0.00047714,           0.0028324,           0.0028324,           0.0028324
                 183,            0.014011,           0.0082844,            0.007495,             0.98314,             0.98606,               0.995,             0.87379,           0.0057324,           0.0017736,           0.0005362,           0.0027928,           0.0027928,           0.0027928
                 184,            0.013719,           0.0077596,           0.0059947,             0.97904,             0.99328,               0.995,             0.86471,           0.0063091,           0.0019043,          0.00046855,           0.0027532,           0.0027532,           0.0027532
                 185,            0.011149,           0.0075286,           0.0034858,             0.98043,             0.99726,               0.995,             0.86737,           0.0056336,           0.0018334,          0.00034716,           0.0027136,           0.0027136,           0.0027136
                 186,            0.013527,           0.0077634,           0.0062247,             0.98027,                   1,               0.995,              0.8638,           0.0060234,           0.0018311,          0.00027797,            0.002674,            0.002674,            0.002674
                 187,             0.01335,           0.0074908,           0.0048877,             0.97695,                   1,               0.995,              0.8753,           0.0055954,           0.0018188,          0.00024203,           0.0026344,           0.0026344,           0.0026344
                 188,            0.012203,           0.0078094,           0.0067407,             0.97126,             0.99852,               0.995,             0.88369,           0.0059916,           0.0018456,          0.00023497,           0.0025948,           0.0025948,           0.0025948
                 189,            0.012775,           0.0080732,           0.0046546,             0.97766,                   1,               0.995,             0.87386,           0.0058828,           0.0018656,          0.00024779,           0.0025552,           0.0025552,           0.0025552
                 190,            0.013314,           0.0076777,           0.0055477,             0.98424,                   1,               0.995,              0.8774,           0.0058544,           0.0017542,            0.000232,           0.0025156,           0.0025156,           0.0025156
                 191,            0.012672,           0.0076262,            0.004616,             0.98568,                   1,               0.995,             0.87279,           0.0054829,           0.0018046,            0.000214,            0.002476,            0.002476,            0.002476
                 192,            0.012678,           0.0081252,           0.0050458,             0.98456,                   1,               0.995,             0.86731,           0.0055752,           0.0017865,          0.00021857,           0.0024364,           0.0024364,           0.0024364
                 193,            0.012202,           0.0076757,           0.0073307,             0.98339,                   1,               0.995,             0.87713,           0.0059716,           0.0017472,          0.00024103,           0.0023968,           0.0023968,           0.0023968
                 194,            0.013272,           0.0077735,           0.0062045,             0.98377,              0.9986,               0.995,             0.86142,           0.0063581,           0.0017902,          0.00025817,           0.0023572,           0.0023572,           0.0023572
                 195,             0.01437,           0.0072618,           0.0081125,             0.98276,             0.99159,               0.995,             0.86678,            0.005834,           0.0017457,          0.00033639,           0.0023176,           0.0023176,           0.0023176
                 196,            0.013612,           0.0075393,            0.004252,             0.97972,              0.9919,               0.995,             0.86302,           0.0060598,           0.0017734,          0.00033765,            0.002278,            0.002278,            0.002278
                 197,            0.014225,           0.0071176,           0.0051415,             0.98349,             0.99145,               0.995,             0.87695,           0.0053688,           0.0016964,          0.00036804,           0.0022384,           0.0022384,           0.0022384
                 198,            0.011605,           0.0077588,           0.0054345,             0.98236,              0.9867,               0.995,             0.86822,           0.0056729,           0.0016848,          0.00040598,           0.0021988,           0.0021988,           0.0021988
                 199,            0.013062,           0.0076524,           0.0061465,             0.99099,             0.97807,               0.995,             0.87967,           0.0054599,           0.0016231,          0.00039099,           0.0021592,           0.0021592,           0.0021592
                 200,              0.0135,           0.0076732,           0.0071384,             0.97447,             0.98837,               0.995,             0.85595,           0.0063004,           0.0017515,           0.0004069,           0.0021196,           0.0021196,           0.0021196
                 201,            0.013587,           0.0079203,           0.0069182,             0.97795,             0.98899,               0.995,               0.853,           0.0060946,           0.0018607,          0.00036412,             0.00208,             0.00208,             0.00208
                 202,             0.01125,           0.0076246,           0.0041887,             0.97765,             0.99156,               0.995,             0.85871,           0.0064597,           0.0018178,          0.00030018,           0.0020404,           0.0020404,           0.0020404
                 203,            0.012252,           0.0081869,            0.004489,             0.97766,             0.99896,               0.995,             0.86704,           0.0052304,           0.0016518,          0.00026382,           0.0020008,           0.0020008,           0.0020008
                 204,            0.011557,           0.0075269,           0.0041127,             0.98034,                   1,               0.995,             0.87255,           0.0055988,           0.0016528,          0.00025893,           0.0019612,           0.0019612,           0.0019612
                 205,            0.012177,           0.0071854,           0.0039339,             0.97545,                   1,               0.995,             0.87288,           0.0056156,           0.0016316,          0.00021571,           0.0019216,           0.0019216,           0.0019216
                 206,            0.012458,           0.0071712,           0.0043796,             0.98094,             0.99685,               0.995,             0.87449,           0.0062094,           0.0016073,           0.0001991,            0.001882,            0.001882,            0.001882
                 207,            0.012873,           0.0078358,           0.0070261,             0.98394,              0.9967,               0.995,             0.87408,           0.0060132,           0.0016143,          0.00018506,           0.0018424,           0.0018424,           0.0018424
                 208,            0.012014,           0.0076955,           0.0054362,             0.98417,             0.99728,               0.995,             0.86792,           0.0059256,           0.0016321,          0.00018207,           0.0018028,           0.0018028,           0.0018028
                 209,            0.012415,            0.007452,           0.0044893,             0.98634,             0.99698,               0.995,             0.88459,           0.0052517,           0.0015653,          0.00019504,           0.0017632,           0.0017632,           0.0017632
                 210,            0.012304,           0.0077437,           0.0058804,             0.98655,             0.99803,               0.995,             0.87427,           0.0056511,           0.0016411,          0.00021721,           0.0017236,           0.0017236,           0.0017236
                 211,             0.01208,           0.0072733,           0.0050263,             0.98686,             0.99849,               0.995,             0.86553,           0.0057377,           0.0017236,          0.00020211,            0.001684,            0.001684,            0.001684
                 212,            0.010985,           0.0067944,            0.004183,             0.98783,             0.99902,               0.995,             0.87274,           0.0058737,           0.0017324,           0.0001778,           0.0016444,           0.0016444,           0.0016444
                 213,            0.011768,           0.0074589,           0.0035882,             0.98803,             0.99863,               0.995,             0.87845,           0.0053095,           0.0016708,          0.00016279,           0.0016048,           0.0016048,           0.0016048
                 214,             0.01095,           0.0071952,           0.0047919,             0.98742,             0.99983,               0.995,             0.88616,           0.0052546,           0.0016587,          0.00014781,           0.0015652,           0.0015652,           0.0015652
                 215,            0.010765,            0.007177,           0.0055717,             0.98483,             0.99862,               0.995,             0.87893,           0.0051377,           0.0016446,          0.00014242,           0.0015256,           0.0015256,           0.0015256
                 216,            0.010926,            0.007396,           0.0040476,             0.98451,             0.99781,               0.995,             0.88116,           0.0052221,           0.0016116,           0.0001425,            0.001486,            0.001486,            0.001486
                 217,            0.011335,           0.0073058,           0.0042389,             0.97581,                   1,               0.995,             0.87151,           0.0054396,           0.0016514,          0.00014268,           0.0014464,           0.0014464,           0.0014464
                 218,            0.012732,            0.007437,           0.0048452,             0.98288,             0.99878,               0.995,             0.88096,           0.0049477,           0.0016513,          0.00014013,           0.0014068,           0.0014068,           0.0014068
                 219,            0.010966,           0.0072064,           0.0040192,              0.9782,             0.99677,               0.995,             0.87625,           0.0050836,           0.0016438,          0.00013368,           0.0013672,           0.0013672,           0.0013672
                 220,            0.012525,           0.0072155,           0.0075508,             0.97855,             0.99702,               0.995,             0.87668,           0.0050515,           0.0016164,          0.00012989,           0.0013276,           0.0013276,           0.0013276
                 221,            0.012164,           0.0073207,           0.0055319,             0.97913,             0.99716,               0.995,             0.87464,           0.0051085,           0.0016602,          0.00013477,            0.001288,            0.001288,            0.001288
                 222,            0.011952,           0.0076571,           0.0045991,             0.98064,             0.99651,               0.995,             0.86872,           0.0052465,           0.0017054,          0.00013394,           0.0012484,           0.0012484,           0.0012484
                 223,            0.012048,           0.0072082,           0.0042213,             0.98273,             0.99786,               0.995,             0.87446,           0.0053938,           0.0016678,          0.00013746,           0.0012088,           0.0012088,           0.0012088
                 224,            0.011666,           0.0070547,           0.0056594,             0.98311,                   1,               0.995,             0.87455,           0.0052292,           0.0016548,          0.00013809,           0.0011692,           0.0011692,           0.0011692
                 225,            0.011974,           0.0070862,           0.0056686,             0.98303,                   1,               0.995,             0.87448,           0.0053067,           0.0016383,          0.00014689,           0.0011296,           0.0011296,           0.0011296
                 226,            0.011769,           0.0069891,            0.004637,             0.98501,             0.99908,               0.995,             0.87783,           0.0054074,           0.0015824,          0.00014472,             0.00109,             0.00109,             0.00109
                 227,            0.013432,           0.0072909,           0.0057512,              0.9851,             0.99872,               0.995,             0.88201,           0.0054044,            0.001563,           0.0001416,           0.0010504,           0.0010504,           0.0010504
                 228,            0.012615,            0.007881,           0.0042211,             0.98332,                   1,               0.995,             0.87473,           0.0053062,           0.0016121,          0.00013888,           0.0010108,           0.0010108,           0.0010108
                 229,            0.011776,           0.0076975,           0.0045421,             0.98284,                   1,               0.995,             0.86928,           0.0053608,           0.0016427,          0.00014492,           0.0009712,           0.0009712,           0.0009712
                 230,            0.010778,            0.007661,           0.0044989,             0.98235,                   1,               0.995,             0.88202,           0.0050372,           0.0016493,          0.00013003,           0.0009316,           0.0009316,           0.0009316
                 231,            0.010937,           0.0067123,           0.0050466,             0.98238,                   1,               0.995,             0.88045,           0.0050515,            0.001605,          0.00013069,            0.000892,            0.000892,            0.000892
                 232,            0.011272,           0.0071166,           0.0034191,             0.98192,             0.99997,               0.995,             0.88145,           0.0047634,           0.0015821,          0.00012733,           0.0008524,           0.0008524,           0.0008524
                 233,            0.012502,           0.0073098,           0.0057256,             0.98229,                   1,               0.995,             0.88085,           0.0049974,           0.0016467,          0.00012489,           0.0008128,           0.0008128,           0.0008128
                 234,            0.011429,           0.0074897,           0.0035966,             0.98326,             0.99994,               0.995,             0.87883,           0.0051546,           0.0016503,           0.0001284,           0.0007732,           0.0007732,           0.0007732
                 235,            0.011233,           0.0067953,           0.0050609,             0.98345,             0.99788,               0.995,             0.87719,           0.0047721,           0.0016403,          0.00012664,           0.0007336,           0.0007336,           0.0007336
                 236,            0.012979,           0.0070688,           0.0051934,             0.98376,             0.99743,               0.995,             0.87491,           0.0050845,           0.0016746,          0.00012646,            0.000694,            0.000694,            0.000694
                 237,            0.011199,           0.0070583,           0.0033018,             0.98368,             0.99867,               0.995,             0.87852,           0.0050365,           0.0016518,          0.00012479,           0.0006544,           0.0006544,           0.0006544
                 238,            0.011428,           0.0073634,           0.0045365,             0.98312,             0.99985,               0.995,              0.8795,           0.0050583,            0.001639,           0.0001234,           0.0006148,           0.0006148,           0.0006148
                 239,           0.0094917,             0.00735,           0.0031502,             0.98343,                   1,               0.995,             0.87195,           0.0049915,           0.0016118,           0.0001279,           0.0005752,           0.0005752,           0.0005752
                 240,            0.010403,           0.0074832,           0.0032342,             0.98388,                   1,               0.995,             0.87427,           0.0050156,           0.0016063,          0.00012972,           0.0005356,           0.0005356,           0.0005356
                 241,            0.010687,           0.0072096,           0.0027888,             0.98468,                   1,               0.995,             0.88259,           0.0049139,           0.0015877,          0.00012748,            0.000496,            0.000496,            0.000496
                 242,            0.010064,            0.006996,            0.004102,             0.98537,                   1,               0.995,              0.8833,            0.004929,           0.0015863,          0.00013374,           0.0004564,           0.0004564,           0.0004564
                 243,           0.0094468,           0.0064867,           0.0022899,             0.98458,                   1,               0.995,             0.88481,           0.0049649,           0.0016062,          0.00013386,           0.0004168,           0.0004168,           0.0004168
                 244,            0.010148,           0.0068638,           0.0023595,             0.98427,                   1,               0.995,             0.88301,           0.0049595,           0.0016094,          0.00013354,           0.0003772,           0.0003772,           0.0003772
                 245,            0.010623,           0.0068314,           0.0030305,             0.98377,                   1,               0.995,             0.88301,           0.0048197,           0.0016351,          0.00013748,           0.0003376,           0.0003376,           0.0003376
                 246,            0.010233,           0.0071632,           0.0035139,             0.98435,                   1,               0.995,             0.89122,           0.0048063,           0.0016441,          0.00012689,            0.000298,            0.000298,            0.000298
                 247,            0.011469,           0.0067239,           0.0034815,             0.98438,                   1,               0.995,             0.89322,            0.004826,           0.0016407,          0.00012308,           0.0002584,           0.0002584,           0.0002584
                 248,             0.01054,           0.0071621,           0.0025867,             0.98447,                   1,               0.995,             0.88393,           0.0049268,           0.0016474,          0.00012149,           0.0002188,           0.0002188,           0.0002188
                 249,            0.009574,           0.0071493,           0.0036196,             0.98425,                   1,               0.995,             0.88161,           0.0049087,           0.0016597,          0.00012911,           0.0001792,           0.0001792,           0.0001792
